,date,url
0,2009-12-28 19:27:44,http://www.latribuna.hn/2009/12/28/auditoria-revela-irregularidades-en-el-parlacen/
1,2009-12-28 19:32:02,http://www.latribuna.hn/2009/12/28/suspendidas-las-citas-en-hospital-escuela/
2,2009-12-28 20:25:17,http://www.latribuna.hn/2009/12/28/mariscos-contaminados-alarman-a-los-portenos/
3,2009-12-28 20:26:46,http://www.latribuna.hn/2009/12/28/citan-a-11-personas-por-vender-polvora/
4,2009-12-29 01:00:25,http://www.latribuna.hn/2009/12/29/con-compra-de-granos-se-paliaria-hambruna-en-el-sur/
5,2009-12-29 01:01:37,http://www.latribuna.hn/2009/12/29/dei-pide-denunciar-empleados-que-hicieron-cobro-ilegal-en-aduanas/
6,2009-12-29 01:02:26,http://www.latribuna.hn/2009/12/29/intoxicados-por-alcohol-llenaron-sala-del-hospital/
7,2009-12-29 01:03:50,http://www.latribuna.hn/2009/12/29/alertan-a-capitalinos-por-el-agua-que-compran/
8,2009-12-29 01:04:12,http://www.latribuna.hn/2009/12/29/fiestas-de-navidad-dejaron-a-reventar-contenedores-de-basura/
9,2009-12-29 01:05:27,http://www.latribuna.hn/2009/12/29/alcaldia-intensifica-operativos-tras-polvora-trasegada-a-la-capital/
10,2009-12-29 01:06:35,http://www.latribuna.hn/2009/12/29/por-feriadon-cientos-de-motoristas-abarrotan-transito/
11,2009-12-29 01:07:01,http://www.latribuna.hn/2009/12/29/pasajeros-asaltantes-acribillan-a-un-taxista/
12,2009-12-29 01:08:55,http://www.latribuna.hn/2009/12/29/fallece-comerciante-olanchano-victima-de-atentado-criminal/
13,2009-12-29 01:09:53,http://www.latribuna.hn/2009/12/29/por-venganza-mataron-a-pareja-en-el-negrito/
14,2009-12-29 01:10:54,http://www.latribuna.hn/2009/12/29/obreros-se-toman-soptravi-exigiendo-salarios-del-2008/
15,2009-12-29 01:11:50,http://www.latribuna.hn/2009/12/29/maestros-se-presentaran-a-laborar-el-1de-febrero/
16,2009-12-29 01:12:49,http://www.latribuna.hn/2009/12/29/campesinos-hieren-a-guardia-al-invadir-finca-de-palma-africana/
17,2009-12-29 11:57:21,http://www.latribuna.hn/2009/12/29/cientos-de-hondurenos-recibiran-el-nuevo-ano-en-la-carcel/
18,2009-12-29 12:45:23,http://www.latribuna.hn/2009/12/29/dirigentes-magisteriales-pretenden-dirigir-la-secretaria-de-educacion/
19,2009-12-29 13:44:08,http://www.latribuna.hn/2009/12/29/gobierno-a-punto-de-declarar-emergencia-por-falta-de-agua/
20,2009-12-29 14:09:50,http://www.latribuna.hn/2009/12/29/cae-banda-de-asaltantes-tras-robo-en-valle-de-angeles/
21,2009-12-29 14:11:53,http://www.latribuna.hn/2009/12/29/mexico-deporto-mas-de-21000-hondurenos/
22,2009-12-29 18:30:29,http://www.latribuna.hn/2009/12/29/porque-el-cn-no-aprobo-dos-leyes-hondutel-no-cumplio-sus-metas/
23,2009-12-29 19:09:00,http://www.latribuna.hn/2009/12/29/gobierno-debe-aclarar-impacto-en-precios-de-combustibles/
24,2009-12-29 20:18:23,http://www.latribuna.hn/2009/12/29/asesinan-a-ex-presidente-de-la-andep-en-su-casa/
25,2009-12-29 20:19:51,http://www.latribuna.hn/2009/12/29/siguen-reparando-las-centricas-vias/
26,2009-12-29 20:41:09,http://www.latribuna.hn/2009/12/29/confirman-38-casos-mas-de-dengue-hemorragico/
27,2009-12-29 21:26:51,http://www.latribuna.hn/2009/12/29/divulgan-fotos-de-ropa-donde-terrorista-llevaba-explosivo/
28,2009-12-30 01:00:02,http://www.latribuna.hn/2009/12/30/transportistas-amenazan-aumentar-precio-de-tarifas/
29,2009-12-30 01:00:43,http://www.latribuna.hn/2009/12/30/impacto-de-la-sequia-estremece-a-honduras/
30,2009-12-30 01:01:17,http://www.latribuna.hn/2009/12/30/andaba-en-malos-pasos/
31,2009-12-30 01:02:36,http://www.latribuna.hn/2009/12/30/policia-cae-junto-a-banda-tras-haber-asaltado-un-banco/
32,2009-12-30 01:03:07,http://www.latribuna.hn/2009/12/30/falsos-policias-matan-a-una-mujer-y-su-hijo/
33,2009-12-30 01:04:33,http://www.latribuna.hn/2009/12/30/valiente-pasajero-perece-al-tratar-de-frustrar-asalto/
34,2009-12-30 01:05:11,http://www.latribuna.hn/2009/12/30/apresan-dos-personas-con-una-tonelada-de-cohetes/
35,2009-12-30 01:06:29,http://www.latribuna.hn/2009/12/30/menor-es-ultimado-supuestamente-por-invasores-de-tierras/
36,2009-12-30 01:07:55,http://www.latribuna.hn/2009/12/30/nacimiento-realza-espiritu-navideno-en-sabanagrande/
37,2009-12-30 01:08:44,http://www.latribuna.hn/2009/12/30/colision-vehicular-provoca-tremendo-congestionamiento/
38,2009-12-30 01:09:39,http://www.latribuna.hn/2009/12/30/unas-mil-citas-se-suspenden-a-diario-por-danos-del-sistema/
39,2009-12-30 01:10:59,http://www.latribuna.hn/2009/12/30/con-nueva-categoria-del-mp-se-construira-seguridad-juridica/
40,2009-12-30 01:11:32,http://www.latribuna.hn/2009/12/30/700-millones-de-dolares-costaria-palear-hambruna/
41,2009-12-30 09:34:31,http://www.latribuna.hn/2009/12/30/mexico-investiga-desaparicion-de-tres-hondurenos/
42,2009-12-30 11:23:48,http://www.latribuna.hn/2009/12/30/madre-y-sus-tres-hijos-desamparados-tras-incendio/
43,2009-12-30 11:53:31,http://www.latribuna.hn/2009/12/30/tegucigalpa-empieza-a-quedar-desolada/
44,2009-12-30 13:34:56,http://www.latribuna.hn/2009/12/30/el-sanaa-listo-para-perforar-pozos-y-enfrentar-la-sequia/
45,2009-12-30 13:41:24,http://www.latribuna.hn/2009/12/30/hospital-escuela-sin-reserva-de-sangre/
46,2009-12-30 14:43:59,http://www.latribuna.hn/2009/12/30/cae-policia-por-robo-de-cafe/
47,2009-12-30 15:47:10,http://www.latribuna.hn/2009/12/30/inauguran-torre-de-vigilancia-en-la-enp/
48,2009-12-30 16:08:19,http://www.latribuna.hn/2009/12/30/mas-de-862-mil-turistas-ingresaron-a-honduras-en-el-2009/
49,2009-12-30 20:06:46,http://www.latribuna.hn/2009/12/30/municipalidad-reducira-la-planilla-en-un-45-por-ciento/
50,2009-12-30 20:07:53,http://www.latribuna.hn/2009/12/30/ihss-atendio-enfermos-de-la-dei-con-influenza/
51,2009-12-30 20:10:55,http://www.latribuna.hn/2009/12/30/podrian-trasladar-alzas-a-usuarios/
52,2009-12-31 01:00:26,http://www.latribuna.hn/2009/12/31/lunes-inicia-el-sanaa-habilitacion-de-pozos/
53,2009-12-31 01:00:48,http://www.latribuna.hn/2009/12/31/con-quema-de-pichingos-despediran-al-ano-viejo/
54,2009-12-31 01:01:26,http://www.latribuna.hn/2009/12/31/enloquecido-masacra-a-tres-hombres-de-varios-machetazos/
55,2009-12-31 01:02:50,http://www.latribuna.hn/2009/12/31/hombre-le-saca-un-ojo-a-su-esposa-de-un-balazo/
56,2009-12-31 01:03:58,http://www.latribuna.hn/2009/12/31/madre-de-nino-ultimado-por-invasores-clama-justicia/
57,2009-12-31 01:04:31,http://www.latribuna.hn/2009/12/31/incendio-consume-casa-en-la-aldea-de-suyapa/
58,2009-12-31 01:05:55,http://www.latribuna.hn/2009/12/31/identifican-predio-para-edificar-la-secretaria-de-educacion/
